restaurant,city,totalScore,total_reviews,historical_stars_avg,window_size,recent_sentiment,sentiment_gap,significant,direction,positive_ratio,negative_ratio,recent_stars_avg
Pho VA (Formerly Phuong Lien Bakery),Virginia Beach,4.1,41,4.146341463414634,3,-0.9998329317700786,-1.8198329317700785,True,declining,0.0,1.0,1.0
Pho VA (Formerly Phuong Lien Bakery),Virginia Beach,4.1,41,4.146341463414634,5,-0.19992034068427253,-1.0199203406842725,True,declining,0.4,0.6,2.6
Pho VA (Formerly Phuong Lien Bakery),Virginia Beach,4.1,41,4.146341463414634,7,0.1428994373587987,-0.6771005626412012,True,declining,0.5714285714285714,0.42857142857142855,3.2857142857142856
Pho VA (Formerly Phuong Lien Bakery),Virginia Beach,4.1,41,4.146341463414634,10,0.20003567517677348,-0.6199643248232265,True,declining,0.6,0.4,3.2
Phoenix Restaurant and Lounge,Virginia Beach,4.2,120,4.2,1,0.9999491203287985,0.15994912032879838,False,improving,1.0,0.0,5.0
Phoenix Restaurant and Lounge,Virginia Beach,4.2,120,4.2,3,0.9999363542674852,0.1599363542674851,False,improving,1.0,0.0,4.333333333333333
Phoenix Restaurant and Lounge,Virginia Beach,4.2,120,4.2,5,0.99994128579618,0.15994128579617994,False,improving,1.0,0.0,4.6
Phoenix Restaurant and Lounge,Virginia Beach,4.2,120,4.2,7,0.9999402409166767,0.15994024091667658,False,improving,1.0,0.0,4.571428571428571
Phoenix Restaurant and Lounge,Virginia Beach,4.2,120,4.2,10,0.8999522647959773,0.05995226479597726,False,stable,0.9,0.0,4.5
Pizza Hut,Virginia Beach,3.6,150,3.7333333333333334,1,0.9999484087991841,0.27994840879918415,True,improving,1.0,0.0,5.0
Pizza Hut,Virginia Beach,3.6,150,3.7333333333333334,3,5.2579774751633066e-05,-0.7199474202252484,True,declining,0.3333333333333333,0.3333333333333333,3.0
Pizza Hut,Virginia Beach,3.6,150,3.7333333333333334,5,0.4000109113845246,-0.31998908861547537,True,declining,0.6,0.2,3.8
Pizza Hut,Virginia Beach,3.6,150,3.7333333333333334,7,0.2857385363836465,-0.4342614636163535,True,declining,0.5714285714285714,0.2857142857142857,3.5714285714285716
Pizza Hut,Virginia Beach,3.6,150,3.7333333333333334,10,0.4000113244144134,-0.3199886755855866,True,declining,0.6,0.2,3.8
Q-Master Billiards,Virginia Beach,4.5,150,4.58,1,0.9999465626102388,0.09994656261023882,False,stable,1.0,0.0,5.0
Q-Master Billiards,Virginia Beach,4.5,150,4.58,3,0.9999482310975069,0.09994823109750683,False,stable,1.0,0.0,5.0
Q-Master Billiards,Virginia Beach,4.5,150,4.58,5,0.999948575792492,0.09994857579249194,False,stable,1.0,0.0,5.0
Q-Master Billiards,Virginia Beach,4.5,150,4.58,7,0.4285817243659241,-0.4714182756340759,True,declining,0.7142857142857143,0.2857142857142857,3.857142857142857
Q-Master Billiards,Virginia Beach,4.5,150,4.58,10,0.5999919376560207,-0.30000806234397936,True,declining,0.8,0.2,4.2
Sakura Japanese Restaurant,Virginia Beach,4.3,150,4.133333333333334,1,0.9999484087991841,0.13994840879918413,False,improving,1.0,0.0,5.0
Sakura Japanese Restaurant,Virginia Beach,4.3,150,4.133333333333334,3,5.2061989390264685e-05,-0.8599479380106098,True,declining,0.3333333333333333,0.3333333333333333,3.0
Sakura Japanese Restaurant,Virginia Beach,4.3,150,4.133333333333334,5,5.480827271895361e-05,-0.859945191727281,True,declining,0.4,0.4,3.0
Sakura Japanese Restaurant,Virginia Beach,4.3,150,4.133333333333334,7,-0.28562814434641026,-1.1456281443464102,True,declining,0.2857142857142857,0.5714285714285714,2.4285714285714284
Sakura Japanese Restaurant,Virginia Beach,4.3,150,4.133333333333334,10,0.1000434643647011,-0.7599565356352989,True,declining,0.5,0.4,3.1
Sal’s NY Slice Pizzeria,Virginia Beach,4.4,144,4.381944444444445,1,0.9999484087991841,0.119948408799184,False,improving,1.0,0.0,5.0
Sal’s NY Slice Pizzeria,Virginia Beach,4.4,144,4.381944444444445,3,0.9999482630528144,0.11994826305281425,False,improving,1.0,0.0,5.0
Sal’s NY Slice Pizzeria,Virginia Beach,4.4,144,4.381944444444445,5,0.9999483213513622,0.11994832135136213,False,improving,1.0,0.0,5.0
Sal’s NY Slice Pizzeria,Virginia Beach,4.4,144,4.381944444444445,7,0.9999484026007824,0.11994840260078232,False,improving,1.0,0.0,5.0
Sal’s NY Slice Pizzeria,Virginia Beach,4.4,144,4.381944444444445,10,0.9999434751687832,0.11994347516878312,False,improving,1.0,0.0,4.9
Shake Shack Virginia Beach,Virginia Beach,4.1,150,4.466666666666667,1,0.9999491203287985,0.1799491203287985,False,improving,1.0,0.0,5.0
Shake Shack Virginia Beach,Virginia Beach,4.1,150,4.466666666666667,3,0.9999488831522604,0.17994888315226043,False,improving,1.0,0.0,5.0
Shake Shack Virginia Beach,Virginia Beach,4.1,150,4.466666666666667,5,0.9999483022568896,0.17994830225688963,False,improving,1.0,0.0,4.8
Shake Shack Virginia Beach,Virginia Beach,4.1,150,4.466666666666667,7,0.7142652833339126,-0.10573471666608736,False,declining,0.8571428571428571,0.14285714285714285,4.285714285714286
Shake Shack Virginia Beach,Virginia Beach,4.1,150,4.466666666666667,10,0.7999702921264555,-0.02002970787354441,False,stable,0.9,0.1,4.5
Sonic Drive-In,Virginia Beach,3.5,150,3.1133333333333333,1,-0.9998377495446272,-1.6998377495446273,True,declining,0.0,1.0,1.0
Sonic Drive-In,Virginia Beach,3.5,150,3.1133333333333333,3,-0.3332407639826885,-1.0332407639826884,True,declining,0.3333333333333333,0.6666666666666666,2.3333333333333335
Sonic Drive-In,Virginia Beach,3.5,150,3.1133333333333333,5,-0.19992073423437337,-0.8999207342343734,True,declining,0.4,0.6,2.6
Sonic Drive-In,Virginia Beach,3.5,150,3.1133333333333333,7,-0.285624265324542,-0.985624265324542,True,declining,0.2857142857142857,0.5714285714285714,2.4285714285714284
Sonic Drive-In,Virginia Beach,3.5,150,3.1133333333333333,10,-0.09993042323159096,-0.7999304232315909,True,declining,0.4,0.5,2.7
Subway,Virginia Beach,4.0,150,4.02,1,0.9999484087991841,0.19994840879918407,False,improving,1.0,0.0,5.0
Subway,Virginia Beach,4.0,150,4.02,3,0.9999484087991841,0.19994840879918407,False,improving,1.0,0.0,5.0
Subway,Virginia Beach,4.0,150,4.02,5,0.9999485511051069,0.1999485511051069,False,improving,1.0,0.0,5.0
Subway,Virginia Beach,4.0,150,4.02,7,0.7142658107255694,-0.08573418927443066,False,stable,0.8571428571428571,0.14285714285714285,4.428571428571429
Subway,Virginia Beach,4.0,150,4.02,10,0.7999707580117809,-2.9241988219186332e-05,False,stable,0.9,0.1,4.6
Sunrise Pizza Restaurant,Virginia Beach,4.1,150,4.366666666666666,1,-0.9998354984567362,-1.8198354984567362,True,declining,0.0,1.0,1.0
Sunrise Pizza Restaurant,Virginia Beach,4.1,150,4.366666666666666,3,0.33335385547823493,-0.486646144521765,True,declining,0.6666666666666666,0.3333333333333333,3.6666666666666665
Sunrise Pizza Restaurant,Virginia Beach,4.1,150,4.366666666666666,5,0.5999917192502795,-0.22000828074972045,True,declining,0.8,0.2,4.2
Sunrise Pizza Restaurant,Virginia Beach,4.1,150,4.366666666666666,7,0.714264960883647,-0.10573503911635296,False,declining,0.8571428571428571,0.14285714285714285,4.428571428571429
Sunrise Pizza Restaurant,Virginia Beach,4.1,150,4.366666666666666,10,0.799969903757583,-0.020030096242416917,False,stable,0.9,0.1,4.5
Suphan Thai Cuisine,Virginia Beach,4.6,150,4.74,1,0.9999490653411408,0.07994906534114088,False,stable,1.0,0.0,5.0
Suphan Thai Cuisine,Virginia Beach,4.6,150,4.74,3,0.9999489195946275,0.07994891959462758,False,stable,1.0,0.0,5.0
Suphan Thai Cuisine,Virginia Beach,4.6,150,4.74,5,0.5999934235915363,-0.32000657640846364,True,declining,0.8,0.2,4.4
Suphan Thai Cuisine,Virginia Beach,4.6,150,4.74,7,0.7142664094840115,-0.20573359051598838,True,declining,0.8571428571428571,0.14285714285714285,4.571428571428571
Suphan Thai Cuisine,Virginia Beach,4.6,150,4.74,10,0.7999711289774843,-0.12002887102251558,False,declining,0.9,0.1,4.7
Taco Bell,Norfolk,3.7,150,3.14,1,-0.9998332110362822,-1.7398332110362822,True,declining,0.0,1.0,1.0
Taco Bell,Norfolk,3.7,150,3.14,3,0.3333545355206953,-0.40664546447930466,True,declining,0.6666666666666666,0.3333333333333333,3.6666666666666665
Taco Bell,Norfolk,3.7,150,3.14,5,0.20003888425250924,-0.5399611157474907,True,declining,0.6,0.4,3.6
Taco Bell,Norfolk,3.7,150,3.14,7,0.42858439216372624,-0.31141560783627376,True,declining,0.7142857142857143,0.2857142857142857,4.0
Taco Bell,Norfolk,3.7,150,3.14,10,6.0674432680674074e-05,-0.7399393255673193,True,declining,0.5,0.5,3.2
The Bistro - Eat. Drink. Connect.®,Virginia Beach,3.7,21,3.6666666666666665,1,-0.9998378650640504,-1.7398378650640502,True,declining,0.0,1.0,1.0
The Bistro - Eat. Drink. Connect.®,Virginia Beach,3.7,21,3.6666666666666665,3,-0.9998340895809387,-1.7398340895809388,True,declining,0.0,1.0,1.0
The Bistro - Eat. Drink. Connect.®,Virginia Beach,3.7,21,3.6666666666666665,5,-0.599878412212499,-1.339878412212499,True,declining,0.2,0.8,1.8
The Bistro - Eat. Drink. Connect.®,Virginia Beach,3.7,21,3.6666666666666665,7,-0.1427850972433195,-0.8827850972433195,True,declining,0.42857142857142855,0.5714285714285714,2.7142857142857144
The Bistro - Eat. Drink. Connect.®,Virginia Beach,3.7,21,3.6666666666666665,10,5.639593417519073e-05,-0.7399436040658248,True,declining,0.5,0.5,2.9
The Burger Den,Norfolk,3.2,10,3.2,1,-0.9998356105462416,-1.6398356105462417,True,declining,0.0,1.0,1.0
The Burger Den,Norfolk,3.2,10,3.2,3,-0.33324396025833186,-0.9732439602583318,True,declining,0.3333333333333333,0.6666666666666666,2.3333333333333335
The Burger Den,Norfolk,3.2,10,3.2,5,6.391181244462807e-05,-0.6399360881875554,True,declining,0.4,0.4,2.8
The Burger Den,Norfolk,3.2,10,3.2,7,6.141763125898172e-05,-0.639938582368741,True,declining,0.42857142857142855,0.42857142857142855,2.857142857142857
The Burger Den,Norfolk,3.2,10,3.2,10,0.10006262338492715,-0.5399373766150729,True,declining,0.5,0.4,3.2
The Frog Sports Bar & Grill,Virginia Beach,4.2,100,4.07,1,0.9999291851327372,0.15992918513273713,False,improving,1.0,0.0,4.0
The Frog Sports Bar & Grill,Virginia Beach,4.2,100,4.07,3,0.9999358550562499,0.15993585505624985,False,improving,1.0,0.0,4.333333333333333
The Frog Sports Bar & Grill,Virginia Beach,4.2,100,4.07,5,0.7999601859973327,-0.04003981400266743,False,stable,0.8,0.0,4.2
The Frog Sports Bar & Grill,Virginia Beach,4.2,100,4.07,7,0.7142557184104631,-0.125744281589537,False,declining,0.7142857142857143,0.0,4.142857142857143
The Frog Sports Bar & Grill,Virginia Beach,4.2,100,4.07,10,0.6999732155906735,-0.1400267844093266,False,declining,0.7,0.0,4.2
Thee Soulfood Kitchen,Norfolk,3.9,150,3.8466666666666667,1,0.9999474377916704,0.21994743779167036,False,improving,1.0,0.0,5.0
Thee Soulfood Kitchen,Norfolk,3.9,150,3.8466666666666667,3,0.33335367315630576,-0.44664632684369426,True,declining,0.6666666666666666,0.3333333333333333,3.6666666666666665
Thee Soulfood Kitchen,Norfolk,3.9,150,3.8466666666666667,5,0.20003411407347196,-0.5799658859265281,True,declining,0.6,0.4,3.6
Thee Soulfood Kitchen,Norfolk,3.9,150,3.8466666666666667,7,0.42858113263042075,-0.3514188673695793,True,declining,0.7142857142857143,0.2857142857142857,4.0
Thee Soulfood Kitchen,Norfolk,3.9,150,3.8466666666666667,10,0.40001317213931753,-0.3799868278606825,True,declining,0.7,0.3,4.0
This Old House Japanese Restaurant,Virginia Beach,4.7,100,4.67,1,0.9999486281016008,0.05994862810160073,False,stable,1.0,0.0,5.0
This Old House Japanese Restaurant,Virginia Beach,4.7,100,4.67,3,0.3333038874422896,-0.6066961125577104,True,declining,0.6666666666666666,0.3333333333333333,3.6666666666666665
This Old House Japanese Restaurant,Virginia Beach,4.7,100,4.67,5,0.5999618711539221,-0.340038128846078,True,declining,0.8,0.2,4.2
This Old House Japanese Restaurant,Virginia Beach,4.7,100,4.67,7,0.7142435924255205,-0.22575640757447957,True,declining,0.8571428571428571,0.14285714285714285,4.428571428571429
This Old House Japanese Restaurant,Virginia Beach,4.7,100,4.67,10,0.7999551960317441,-0.14004480396825592,False,declining,0.9,0.1,4.6
Topgolf Virginia Beach,Virginia Beach,4.5,150,4.266666666666667,1,-0.999833599043762,-1.899833599043762,True,declining,0.0,1.0,1.0
Topgolf Virginia Beach,Virginia Beach,4.5,150,4.266666666666667,3,0.33335486220872573,-0.5666451377912742,True,declining,0.6666666666666666,0.3333333333333333,3.6666666666666665
Topgolf Virginia Beach,Virginia Beach,4.5,150,4.266666666666667,5,0.5999924780088396,-0.30000752199116043,True,declining,0.8,0.2,4.2
Topgolf Virginia Beach,Virginia Beach,4.5,150,4.266666666666667,7,0.7142604336604231,-0.1857395663395769,False,declining,0.8571428571428571,0.14285714285714285,4.285714285714286
Topgolf Virginia Beach,Virginia Beach,4.5,150,4.266666666666667,10,0.7999669849394502,-0.10003301506054985,False,declining,0.9,0.1,4.5
Touch of Da South,Virginia Beach,3.2,5,3.2,1,-0.9998311926424835,-1.6398311926424836,True,declining,0.0,1.0,1.0
Touch of Da South,Virginia Beach,3.2,5,3.2,3,0.3333502697475466,-0.3066497302524534,True,declining,0.6666666666666666,0.3333333333333333,3.6666666666666665
Touch of Da South,Virginia Beach,3.2,5,3.2,5,0.20003138222863664,-0.43996861777136337,True,declining,0.6,0.4,3.2
Town Center Cold Pressed - Virginia Beach Town Center,Virginia Beach,4.5,150,4.746666666666667,1,0.9999486281016008,0.09994862810160077,False,stable,1.0,0.0,5.0
Town Center Cold Pressed - Virginia Beach Town Center,Virginia Beach,4.5,150,4.746666666666667,3,0.999936631784049,0.09993663178404899,False,stable,1.0,0.0,4.666666666666667
Town Center Cold Pressed - Virginia Beach Town Center,Virginia Beach,4.5,150,4.746666666666667,5,0.9999415287565021,0.09994152875650208,False,stable,1.0,0.0,4.8
Town Center Cold Pressed - Virginia Beach Town Center,Virginia Beach,4.5,150,4.746666666666667,7,0.999943626297145,0.09994362629714493,False,stable,1.0,0.0,4.857142857142857
Town Center Cold Pressed - Virginia Beach Town Center,Virginia Beach,4.5,150,4.746666666666667,10,0.7999539863176344,-0.10004601368236565,False,declining,0.8,0.0,4.5
Tribal Axe,Virginia Beach,4.8,60,4.8,1,0.9999486830892224,0.03994868308922239,False,stable,1.0,0.0,5.0
Tribal Axe,Virginia Beach,4.8,60,4.8,3,0.9999486647600152,0.03994866476001524,False,stable,1.0,0.0,5.0
Tribal Axe,Virginia Beach,4.8,60,4.8,5,0.9999485627772003,0.03994856277720038,False,stable,1.0,0.0,5.0
Tribal Axe,Virginia Beach,4.8,60,4.8,7,0.9999487142222773,0.039948714222277304,False,stable,1.0,0.0,5.0
Tribal Axe,Virginia Beach,4.8,60,4.8,10,0.9999333706808284,0.03993337068082847,False,stable,1.0,0.0,4.9
"Volcano Sushi, Grill, Bar& karaoke (Town Center)",Virginia Beach,4.0,150,3.86,1,0.9999484087991841,0.19994840879918407,False,improving,1.0,0.0,5.0
"Volcano Sushi, Grill, Bar& karaoke (Town Center)",Virginia Beach,4.0,150,3.86,3,0.3333530347085318,-0.46664696529146826,True,declining,0.6666666666666666,0.3333333333333333,3.6666666666666665
"Volcano Sushi, Grill, Bar& karaoke (Town Center)",Virginia Beach,4.0,150,3.86,5,0.20003397903076037,-0.5999660209692397,True,declining,0.6,0.4,3.6
"Volcano Sushi, Grill, Bar& karaoke (Town Center)",Virginia Beach,4.0,150,3.86,7,0.4285809644712513,-0.3714190355287487,True,declining,0.7142857142857143,0.2857142857142857,4.0
"Volcano Sushi, Grill, Bar& karaoke (Town Center)",Virginia Beach,4.0,150,3.86,10,0.3000217673968665,-0.49997823260313357,True,declining,0.6,0.3,3.8
Waffle House,Virginia Beach,4.1,150,4.02,1,-0.9998355403622056,-1.8198355403622055,True,declining,0.0,1.0,1.0
Waffle House,Virginia Beach,4.1,150,4.02,3,-0.3332400898851262,-1.1532400898851263,True,declining,0.3333333333333333,0.6666666666666666,2.3333333333333335
Waffle House,Virginia Beach,4.1,150,4.02,5,0.20003530958859791,-0.619964690411402,True,declining,0.6,0.4,3.4
Waffle House,Virginia Beach,4.1,150,4.02,7,0.42858175710462615,-0.3914182428953738,True,declining,0.7142857142857143,0.2857142857142857,3.857142857142857
Waffle House,Virginia Beach,4.1,150,4.02,10,0.4000104734010451,-0.41998952659895483,True,declining,0.6,0.2,3.7
Wawa,Norfolk,3.0,150,2.9133333333333336,1,-0.9998371775533798,-1.5998371775533797,True,declining,0.0,1.0,1.0
Wawa,Norfolk,3.0,150,2.9133333333333336,3,0.3333458131881175,-0.26665418681188247,True,declining,0.6666666666666666,0.3333333333333333,3.3333333333333335
Wawa,Norfolk,3.0,150,2.9133333333333336,5,0.5999824887676073,-1.751123239268626e-05,False,stable,0.8,0.2,3.8
Wawa,Norfolk,3.0,150,2.9133333333333336,7,0.7142555727483819,0.11425557274838194,False,improving,0.8571428571428571,0.14285714285714285,4.142857142857143
Wawa,Norfolk,3.0,150,2.9133333333333336,10,0.40000561615860486,-0.19999438384139512,True,declining,0.7,0.3,3.6
Wendy's,Norfolk,3.2,150,2.54,1,0.9999415569990733,0.35994155699907326,True,improving,1.0,0.0,5.0
Wendy's,Norfolk,3.2,150,2.54,3,-0.3332437273490353,-0.9732437273490353,True,declining,0.3333333333333333,0.6666666666666666,2.3333333333333335
Wendy's,Norfolk,3.2,150,2.54,5,-0.5998528906238716,-1.2398528906238715,True,declining,0.2,0.8,2.0
Wendy's,Norfolk,3.2,150,2.54,7,-0.28560185904030566,-0.9256018590403057,True,declining,0.2857142857142857,0.5714285714285714,2.5714285714285716
Wendy's,Norfolk,3.2,150,2.54,10,-0.0999165492058596,-0.7399165492058596,True,declining,0.4,0.5,2.9
Wingstop,Virginia Beach,3.4,150,2.993333333333333,1,0.9999491203287985,0.3199491203287985,True,improving,1.0,0.0,5.0
Wingstop,Virginia Beach,3.4,150,2.993333333333333,3,0.3333545111674436,-0.34664548883255636,True,declining,0.6666666666666666,0.3333333333333333,3.3333333333333335
Wingstop,Virginia Beach,3.4,150,2.993333333333333,5,0.5999921196787543,-0.08000788032124562,False,stable,0.8,0.2,4.0
Wingstop,Virginia Beach,3.4,150,2.993333333333333,7,0.7142653843260255,0.03426538432602555,False,stable,0.8571428571428571,0.14285714285714285,4.142857142857143
Wingstop,Virginia Beach,3.4,150,2.993333333333333,10,0.20003517292511858,-0.47996482707488136,True,declining,0.6,0.4,3.2
